,GEOID,cluster_name,start_year,end_year,geometry
10,14000US36005003100,stationary,2012,2015,"POLYGON ((-73.90820699999999 40.807151999999995, -73.907839 40.808206, -73.90753699999999 40.809059999999995, -73.90726 40.809937, -73.906852 40.811209, -73.90633 40.812667, -73.905413 40.812476, -73.904466 40.812281999999996, -73.90418 40.812124999999995, -73.90341699999999 40.811507, -73.903243 40.810713, -73.903074 40.80988, -73.90496 40.808530999999995, -73.905616 40.808097, -73.906089 40.807744, -73.90635 40.807499, -73.906655 40.807311999999996, -73.907833 40.806762, -73.90844299999999 40.806477, -73.90820699999999 40.807151999999995))"
11,14000US36005003300,stationary,2012,2015,"POLYGON ((-73.915633 40.809697, -73.915178 40.810427, -73.914333 40.810255, -73.914031 40.810173999999996, -73.913808 40.810151999999995, -73.913676 40.810137999999995, -73.913586 40.810119, -73.913489 40.810075, -73.913415 40.810016999999995, -73.913355 40.809913, -73.913319 40.809751, -73.913302 40.809656, -73.91247899999999 40.809343, -73.91157 40.80907, -73.910693 40.808809, -73.909765 40.808603999999995, -73.90883699999999 40.808409, -73.907839 40.808206, -73.90820699999999 40.807151999999995, -73.90844299999999 40.806477, -73.909127 40.806166, -73.90958599999999 40.806326, -73.910782 40.8067, -73.91166799999999 40.806965999999996, -73.912543 40.807243, -73.91339599999999 40.807609, -73.914332 40.808006999999996, -73.915392 40.808453, -73.916184 40.808789999999995, -73.915633 40.809697))"
12,14000US36005003500,stationary,2012,2015,"POLYGON ((-73.91094799999999 40.813621, -73.91001899999999 40.813432, -73.909075 40.813233, -73.908159 40.813044, -73.907245 40.812855, -73.90633 40.812667, -73.906852 40.811209, -73.90726 40.809937, -73.90753699999999 40.809059999999995, -73.907839 40.808206, -73.90883699999999 40.808409, -73.909765 40.808603999999995, -73.910693 40.808809, -73.910366 40.809644999999996, -73.910045 40.810517999999995, -73.909596 40.811777, -73.91023799999999 40.811929, -73.910308 40.812304999999995, -73.91094799999999 40.813621))"
13,14000US36005003700,stationary,2012,2015,"POLYGON ((-73.914847 40.810994, -73.914474 40.811651, -73.914098 40.812301, -73.913716 40.812953, -73.913337 40.813611, -73.912954 40.814268999999996, -73.911812 40.813883, -73.91094799999999 40.813621, -73.910308 40.812304999999995, -73.91023799999999 40.811929, -73.909596 40.811777, -73.910045 40.810517999999995, -73.910366 40.809644999999996, -73.910693 40.808809, -73.91157 40.80907, -73.91247899999999 40.809343, -73.913302 40.809656, -73.913319 40.809751, -73.913355 40.809913, -73.913415 40.810016999999995, -73.913489 40.810075, -73.913586 40.810119, -73.913676 40.810137999999995, -73.913808 40.810151999999995, -73.914031 40.810173999999996, -73.914333 40.810255, -73.915178 40.810427, -73.914847 40.810994))"
14,14000US36005003800,stationary,2012,2015,"POLYGON ((-73.864831 40.821138999999995, -73.863883 40.82127, -73.86298 40.821383999999995, -73.86202899999999 40.821509, -73.861531 40.819379, -73.862464 40.819247, -73.863391 40.819122, -73.863705 40.819083, -73.864314 40.818999, -73.864511 40.819846999999996, -73.865746 40.821011999999996, -73.864831 40.821138999999995))"
15,14000US36005003900,stationary,2012,2015,"POLYGON ((-73.92644299999999 40.811507, -73.925553 40.811941, -73.924683 40.812384, -73.923726 40.811979, -73.921486 40.811035, -73.918049 40.809574999999995, -73.916184 40.808789999999995, -73.916589 40.808133, -73.91701499999999 40.807506, -73.917479 40.806823, -73.919224 40.807558, -73.920046 40.807907, -73.92288599999999 40.809106, -73.925142 40.81005, -73.92614 40.810503, -73.926321 40.810586, -73.927121 40.810949, -73.92644299999999 40.811507))"
16,14000US36005004001,stationary,2012,2015,"POLYGON ((-73.860674 40.828419, -73.85961999999999 40.828548, -73.859938 40.829246999999995, -73.860261 40.829947, -73.85699 40.830385, -73.856822 40.829665, -73.856656 40.828945, -73.85649099999999 40.828224999999996, -73.85632799999999 40.827508, -73.856151 40.826769999999996, -73.8563 40.826757, -73.85645 40.826744, -73.856747 40.826705, -73.857021 40.826656, -73.857278 40.826599, -73.858672 40.826423999999996, -73.859703 40.826277, -73.860674 40.828419))"
17,14000US36005004100,stationary,2012,2015,"POLYGON ((-73.923829 40.812824, -73.92287499999999 40.813314999999996, -73.922088 40.813731, -73.920119 40.812894, -73.916838 40.811656, -73.914847 40.810994, -73.915178 40.810427, -73.915633 40.809697, -73.916184 40.808789999999995, -73.918049 40.809574999999995, -73.921486 40.811035, -73.923726 40.811979, -73.924683 40.812384, -73.923829 40.812824))"
18,14000US36005004200,stationary,2012,2015,"POLYGON ((-73.86984199999999 40.824923, -73.86787799999999 40.825178, -73.86770299999999 40.825201, -73.86491 40.825596, -73.86474799999999 40.825617, -73.862166 40.825966, -73.861207 40.826087, -73.859703 40.826277, -73.858672 40.826423999999996, -73.857278 40.826599, -73.857021 40.826656, -73.856747 40.826705, -73.85645 40.826744, -73.8563 40.826757, -73.856275 40.826628, -73.856231 40.826468, -73.8562 40.826353, -73.85616999999999 40.826177, -73.856162 40.826042, -73.855972 40.826063999999995, -73.855869 40.825615, -73.855646 40.824633, -73.855486 40.823912, -73.855312 40.823192, -73.858445 40.822773999999995, -73.85826399999999 40.822013, -73.859262 40.821881999999995, -73.860193 40.821757, -73.861114 40.821632, -73.86202899999999 40.821509, -73.86298 40.821383999999995, -73.863883 40.82127, -73.864831 40.821138999999995, -73.865746 40.821011999999996, -73.867019 40.822303, -73.86776499999999 40.822992, -73.86827699999999 40.823420999999996, -73.869111 40.82423, -73.86949899999999 40.824565, -73.8696 40.824683, -73.869721 40.824826, -73.86984199999999 40.824923))"
19,14000US36005004300,stationary,2012,2015,"POLYGON ((-73.921211 40.814174, -73.920913 40.814333, -73.92048199999999 40.814564, -73.920349 40.814629, -73.919467 40.815073999999996, -73.918618 40.815523, -73.9179 40.815902, -73.917625 40.816055, -73.916771 40.815698999999995, -73.914954 40.814937, -73.912954 40.814268999999996, -73.913337 40.813611, -73.913716 40.812953, -73.914098 40.812301, -73.914474 40.811651, -73.914847 40.810994, -73.916838 40.811656, -73.920119 40.812894, -73.922088 40.813731, -73.921211 40.814174))"
20,14000US36005004400,stationary,2012,2015,"POLYGON ((-73.872723 40.826819, -73.871979 40.82692, -73.871037 40.827053, -73.870115 40.827171, -73.86918399999999 40.827298, -73.868223 40.827425999999996, -73.867268 40.827554, -73.866346 40.82768, -73.86542 40.827802, -73.864494 40.827926, -73.86357199999999 40.828049, -73.862642 40.82817, -73.861717 40.828296, -73.860674 40.828419, -73.859703 40.826277, -73.861207 40.826087, -73.862166 40.825966, -73.86474799999999 40.825617, -73.86491 40.825596, -73.86770299999999 40.825201, -73.86787799999999 40.825178, -73.86984199999999 40.824923, -73.870519 40.824841, -73.871515 40.824715, -73.872125 40.82463, -73.872506 40.824591, -73.872588 40.82488, -73.872697 40.826678, -73.872723 40.826819))"
21,14000US36005004600,stationary,2012,2015,"POLYGON ((-73.871515 40.824715, -73.870519 40.824841, -73.86984199999999 40.824923, -73.869721 40.824826, -73.8696 40.824683, -73.86949899999999 40.824565, -73.869111 40.82423, -73.86827699999999 40.823420999999996, -73.86776499999999 40.822992, -73.867019 40.822303, -73.865746 40.821011999999996, -73.86669599999999 40.820879999999995, -73.867656 40.820751, -73.86857599999999 40.820623999999995, -73.868881 40.820586, -73.87050099999999 40.820364, -73.87100199999999 40.822562999999995, -73.871419 40.824329, -73.87145799999999 40.824494, -73.871489 40.824624, -73.871515 40.824715))"
22,14000US36005004800,stationary,2012,2015,"POLYGON ((-73.876402 40.828976999999995, -73.875507 40.829234, -73.87454699999999 40.829522, -73.873728 40.829753, -73.873316 40.82987, -73.873193 40.829905, -73.87302 40.829366, -73.87281399999999 40.828072999999996, -73.872772 40.82763, -73.872737 40.827093, -73.872723 40.826819, -73.872697 40.826678, -73.872588 40.82488, -73.872506 40.824591, -73.87262199999999 40.824571, -73.872823 40.824535, -73.873554 40.82441, -73.874214 40.824345, -73.87437 40.824329999999996, -73.874693 40.824287, -73.87528499999999 40.824208, -73.875802 40.826402, -73.875871 40.826698, -73.876402 40.828976999999995))"
23,14000US36005005001,stationary,2012,2015,"POLYGON ((-73.880427 40.825779999999995, -73.87950099999999 40.825905, -73.87857699999999 40.826029999999996, -73.87765499999999 40.826150999999996, -73.876725 40.826277999999995, -73.875802 40.826402, -73.87528499999999 40.824208, -73.87621299999999 40.824084, -73.877136 40.823958, -73.878064 40.823834, -73.87898899999999 40.823710999999996, -73.87993 40.823640999999995, -73.880427 40.825779999999995))"
24,14000US36005005002,stationary,2012,2015,"POLYGON ((-73.881046 40.828432, -73.880112 40.828511, -73.879171 40.828582, -73.878703 40.828621, -73.878235 40.82866, -73.877299 40.828742, -73.876402 40.828976999999995, -73.875871 40.826698, -73.875802 40.826402, -73.876725 40.826277999999995, -73.87765499999999 40.826150999999996, -73.87857699999999 40.826029999999996, -73.87950099999999 40.825905, -73.880427 40.825779999999995, -73.881046 40.828432))"
25,14000US36005005100,stationary,2012,2015,"POLYGON ((-73.93263 40.810606, -73.932605 40.811516999999995, -73.932602 40.811988, -73.932493 40.812884, -73.932425 40.813566, -73.932417 40.814025, -73.93240999999999 40.81406, -73.932401 40.814150999999995, -73.932158 40.814153999999995, -73.931353 40.813832999999995, -73.93127199999999 40.813707, -73.93115999999999 40.813652, -73.93102 40.813579, -73.93057 40.813373, -73.93027599999999 40.813255999999996, -73.928857 40.814879999999995, -73.928218 40.816534999999995, -73.927313 40.81856, -73.926358 40.818321, -73.925794 40.818173, -73.92538499999999 40.818065999999995, -73.925185 40.818013, -73.92622 40.816759, -73.926444 40.816458, -73.926627 40.816119, -73.92567 40.815875999999996, -73.925501 40.815833, -73.925055 40.815722, -73.924887 40.815677, -73.924 40.815439, -73.923093 40.816697999999995, -73.921245 40.81622, -73.921583 40.815549999999995, -73.921455 40.815526999999996, -73.92128799999999 40.815428999999995, -73.921101 40.815242999999995, -73.92048199999999 40.814564, -73.920913 40.814333, -73.921211 40.814174, -73.922088 40.813731, -73.92287499999999 40.813314999999996, -73.923829 40.812824, -73.924683 40.812384, -73.925553 40.811941, -73.92644299999999 40.811507, -73.927121 40.810949, -73.927673 40.810235, -73.927773 40.810108, -73.928135 40.809622, -73.928806 40.809899, -73.929219 40.809563999999995, -73.929332 40.809470999999995, -73.92944 40.809384, -73.92952199999999 40.809322, -73.93010799999999 40.808876999999995, -73.930938 40.808253, -73.931801 40.807876, -73.931825 40.807902, -73.932112 40.808181999999995, -73.932346 40.808586, -73.93247699999999 40.808864, -73.93257 40.809256, -73.932586 40.809675999999996, -73.932615 40.810015, -73.93263 40.810606))"
26,14000US36005005200,stationary,2012,2015,"POLYGON ((-73.884531 40.825647, -73.883832 40.828271, -73.88295099999999 40.828303999999996, -73.881981 40.828356, -73.881046 40.828432, -73.880427 40.825779999999995, -73.87993 40.823640999999995, -73.881787 40.823402, -73.882577 40.823277, -73.882761 40.823248, -73.884411 40.82297, -73.884568 40.824928, -73.884531 40.825647))"
27,14000US36005005300,decling,2012,2015,"POLYGON ((-73.923647 40.850902, -73.922978 40.852022, -73.92270599999999 40.852478999999995, -73.92219899999999 40.853111999999996, -73.921626 40.853966, -73.921581 40.854046, -73.921536 40.854127, -73.921215 40.854693, -73.92113599999999 40.854214999999996, -73.9204 40.853817, -73.920148 40.853681, -73.91982 40.853486, -73.919702 40.853407999999995, -73.919595 40.853339, -73.91986 40.853052, -73.920813 40.852019999999996, -73.92213699999999 40.850453, -73.92242 40.850122999999996, -73.922618 40.850173, -73.92281 40.850221, -73.923305 40.850341, -73.923904 40.850488, -73.923647 40.850902))"
28,14000US36005005400,stationary,2012,2015,"POLYGON ((-73.883887 40.829809, -73.88235399999999 40.831505, -73.88172399999999 40.831286999999996, -73.88069899999999 40.831044999999996, -73.879769 40.831139, -73.878845 40.831264999999995, -73.877921 40.831389, -73.876993 40.831514999999996, -73.87606699999999 40.831638, -73.875507 40.829234, -73.876402 40.828976999999995, -73.877299 40.828742, -73.878235 40.82866, -73.878703 40.828621, -73.879171 40.828582, -73.880112 40.828511, -73.881046 40.828432, -73.881981 40.828356, -73.88295099999999 40.828303999999996, -73.883832 40.828271, -73.883557 40.828938, -73.883578 40.829511, -73.883887 40.829809))"
29,14000US36005005600,stationary,2012,2015,"POLYGON ((-73.88235399999999 40.831505, -73.879983 40.83468, -73.879252 40.834424, -73.878565 40.834184, -73.87772 40.833867999999995, -73.877432 40.83376, -73.876594 40.833881999999996, -73.87606699999999 40.831638, -73.876993 40.831514999999996, -73.877921 40.831389, -73.878845 40.831264999999995, -73.879769 40.831139, -73.88069899999999 40.831044999999996, -73.88172399999999 40.831286999999996, -73.88235399999999 40.831505))"
30,14000US36005005902,stationary,2012,2015,"POLYGON ((-73.92514899999999 40.821894, -73.924737 40.822641, -73.92456 40.823083, -73.92443399999999 40.823457999999995, -73.924373 40.823712, -73.92430399999999 40.823909, -73.924127 40.824262, -73.923473 40.825424999999996, -73.923062 40.826096, -73.922742 40.826713999999996, -73.922669 40.826854, -73.92115199999999 40.826398, -73.921739 40.82564, -73.922274 40.82497, -73.922378 40.824794, -73.92302099999999 40.823710999999996, -73.923073 40.823623999999995, -73.923371 40.823100000000004, -73.924644 40.821020999999995, -73.925645 40.821131, -73.92514899999999 40.821894))"
31,14000US36005006000,stationary,2012,2015,"POLYGON ((-73.882222 40.835463, -73.882105 40.835836, -73.882072 40.836234999999995, -73.882072 40.83659, -73.882172 40.837089999999996, -73.88200599999999 40.83746, -73.88172 40.837953999999996, -73.881663 40.838029, -73.88154999999999 40.838211, -73.881135 40.838622, -73.88051399999999 40.839237, -73.880371 40.839472, -73.880163 40.839998, -73.87973 40.840042, -73.87866 40.840019999999996, -73.87836399999999 40.839997, -73.87791399999999 40.839971, -73.877415 40.839988, -73.875613 40.839901999999995, -73.873561 40.839794, -73.872843 40.839757999999996, -73.87270000000001 40.839752, -73.87281999999999 40.839239, -73.87294399999999 40.839251, -73.873069 40.838750999999995, -73.873183 40.838359, -73.873229 40.838156, -73.873475 40.837745999999996, -73.873539 40.837668, -73.873673 40.837542, -73.873796 40.837444999999995, -73.874011 40.837309999999995, -73.87407499999999 40.837289999999996, -73.874188 40.837254, -73.8743 40.837241999999996, -73.874374 40.837243, -73.874543 40.837261, -73.874718 40.837312999999995, -73.874909 40.83736, -73.87468799999999 40.837168999999996, -73.874622 40.837069, -73.874652 40.836943, -73.87481799999999 40.836849, -73.875029 40.836749999999995, -73.87604499999999 40.836551, -73.87639899999999 40.836455, -73.87645499999999 40.836386999999995, -73.876937 40.836137, -73.87752499999999 40.835887, -73.877968 40.835615, -73.87840899999999 40.835291999999995, -73.879252 40.834424, -73.879983 40.83468, -73.88126 40.835125999999995, -73.88189299999999 40.835353999999995, -73.88202299999999 40.835397, -73.882109 40.835426, -73.882222 40.835463))"
32,14000US36005006100,stationary,2012,2015,"POLYGON ((-73.926878 40.819479, -73.926648 40.820053, -73.926321 40.820568, -73.925645 40.821131, -73.924644 40.821020999999995, -73.923371 40.823100000000004, -73.923073 40.823623999999995, -73.92302099999999 40.823710999999996, -73.922378 40.824794, -73.922274 40.82497, -73.921739 40.82564, -73.92115199999999 40.826398, -73.92025799999999 40.826153, -73.919386 40.825877999999996, -73.918459 40.825573999999996, -73.919339 40.823972999999995, -73.919401 40.823861, -73.919474 40.823727999999996, -73.91993099999999 40.822900000000004, -73.920063 40.822666999999996, -73.920163 40.822528999999996, -73.920665 40.821836999999995, -73.921145 40.821563, -73.921948 40.821031999999995, -73.922652 40.820494, -73.924025 40.819285, -73.925185 40.818013, -73.92538499999999 40.818065999999995, -73.925794 40.818173, -73.926358 40.818321, -73.927313 40.81856, -73.926878 40.819479))"
33,14000US36005006200,stationary,2012,2015,"POLYGON ((-73.879252 40.834424, -73.87840899999999 40.835291999999995, -73.877968 40.835615, -73.87752499999999 40.835887, -73.876937 40.836137, -73.876623 40.836214, -73.876125 40.836183, -73.87507699999999 40.836099, -73.87432299999999 40.836033, -73.873943 40.83598, -73.87406 40.835206, -73.87391199999999 40.8352, -73.873959 40.834509, -73.873954 40.834237, -73.873924 40.833358, -73.873841 40.832549, -73.873694 40.831964, -73.873674 40.831880999999996, -73.87365199999999 40.831799, -73.873193 40.829905, -73.873316 40.82987, -73.873728 40.829753, -73.87454699999999 40.829522, -73.875507 40.829234, -73.87606699999999 40.831638, -73.876594 40.833881999999996, -73.877432 40.83376, -73.87772 40.833867999999995, -73.878565 40.834184, -73.879252 40.834424))"
